transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;list_price
4372;0;792;09.03.2017;True;Approved;Solex;Standard;100.35
4405;0;325;10.08.2017;False;Approved;;;1833.17
4409;0;544;23.01.2017;True;Approved;Norco Bicycles;Road;544.05
4419;0;1256;28.07.2017;True;Approved;Solex;Standard;478.16
4464;0;2529;19.09.2017;True;Approved;Trek Bicycles;Standard;495.72
4476;0;1980;25.08.2017;True;Approved;OHM Cycles;Standard;71.16
4478;0;2174;07.06.2017;;Approved;Norco Bicycles;Road;544.05
4491;0;1428;23.10.2017;False;Approved;Solex;Standard;100.35
4496;0;776;22.06.2017;False;Approved;Solex;Standard;441.49
4505;0;3487;04.07.2017;True;Approved;Norco Bicycles;Road;543.39
4590;0;640;01.12.2017;True;Approved;Norco Bicycles;Road;544.05
4605;0;1957;01.05.2017;False;Approved;;;1285.47
4653;0;104;08.03.2017;False;Approved;;;1678.71
4671;0;1039;30.05.2017;True;Approved;Norco Bicycles;Road;544.05
4691;0;123;16.02.2017;True;Approved;Norco Bicycles;Standard;360.4
4703;0;1944;24.04.2017;False;Approved;Trek Bicycles;Road;533.51
4714;0;2454;05.11.2017;True;Approved;;;437.51
4721;0;2692;20.11.2017;False;Approved;Norco Bicycles;Standard;363.01
4764;0;1945;06.09.2017;True;Approved;Trek Bicycles;Road;533.51
4768;0;2859;11.09.2017;False;Approved;WeareA2B;Standard;175.89
4771;0;3495;17.12.2017;True;Approved;Trek Bicycles;Road;533.51
4780;0;803;15.10.2017;True;Approved;WeareA2B;Standard;60.34
4826;0;2692;03.03.2017;True;Approved;OHM Cycles;Standard;227.88
4833;0;961;03.09.2017;False;Approved;;;366.22
4855;0;3320;16.02.2017;True;Approved;OHM Cycles;Standard;227.88
4874;0;776;23.06.2017;False;Approved;Trek Bicycles;Standard;495.72
4892;0;81;26.12.2017;False;Approved;Trek Bicycles;Standard;499.53
4896;0;922;25.06.2017;False;Approved;;;1199.26
4907;0;2433;24.01.2017;False;Approved;Giant Bicycles;Standard;230.91
4908;0;3471;30.06.2017;True;Approved;Giant Bicycles;Standard;230.91
4909;0;1538;28.05.2017;True;Approved;WeareA2B;Standard;175.89
4911;0;1406;03.03.2017;False;Approved;OHM Cycles;Standard;183.86
4937;0;1749;25.03.2017;False;Approved;Giant Bicycles;Standard;569.56
4956;0;2682;16.06.2017;False;Approved;Norco Bicycles;Standard;363.01
4963;0;531;21.04.2017;True;Approved;Giant Bicycles;Standard;230.91
4967;0;2217;16.08.2017;True;Approved;;;1888.45
4984;0;928;08.04.2017;False;Approved;OHM Cycles;Road;12.01
4986;0;1163;27.10.2017;True;Approved;Solex;Standard;478.16
4994;0;1416;02.04.2017;False;Approved;Trek Bicycles;Road;533.51
5007;0;2616;17.04.2017;True;Approved;Norco Bicycles;Standard;363.01
5009;0;2679;22.08.2017;False;Approved;Norco Bicycles;Road;543.39
5010;0;2460;12.10.2017;False;Approved;Trek Bicycles;Standard;499.53
5029;0;342;25.03.2017;;Approved;Trek Bicycles;Standard;495.72
5035;0;1839;25.07.2017;False;Approved;Norco Bicycles;Road;544.05
5048;0;1305;13.02.2017;False;Approved;OHM Cycles;Standard;227.88
5056;0;1051;04.07.2017;False;Approved;Trek Bicycles;Standard;499.53
5059;0;3251;23.12.2017;True;Approved;WeareA2B;Standard;175.89
5065;0;3399;14.06.2017;False;Approved;;;237.44
5093;0;539;24.11.2017;False;Approved;Norco Bicycles;Road;543.39
5101;0;1850;29.06.2017;False;Approved;Solex;Standard;441.49
5159;0;1418;01.06.2017;False;Approved;;;317.3
5178;0;396;01.03.2017;False;Approved;Solex;Standard;441.49
5187;0;1859;21.05.2017;True;Approved;Norco Bicycles;Road;543.39
5207;0;531;02.03.2017;True;Approved;;;1527.25
5214;0;82;30.03.2017;True;Approved;WeareA2B;Standard;60.34
5244;0;2546;11.12.2017;True;Approved;Norco Bicycles;Standard;360.4
5261;0;3322;28.12.2017;False;Approved;;;1563.94
5264;0;2659;28.10.2017;False;Approved;Solex;Standard;71.49
5267;0;1172;05.10.2017;False;Approved;;;1146.42
5283;0;3038;08.02.2017;False;Approved;Norco Bicycles;Road;543.39
5291;0;2138;17.11.2017;True;Approved;Trek Bicycles;Standard;358.39
5312;0;1826;30.09.2017;True;Approved;OHM Cycles;Standard;235.63
5322;0;2048;12.07.2017;True;Approved;Giant Bicycles;Standard;569.56
5326;0;1304;30.09.2017;True;Approved;Norco Bicycles;Road;544.05
5331;0;1107;28.09.2017;False;Approved;Solex;Standard;71.49
5356;0;1885;12.05.2017;True;Approved;Solex;Standard;71.49
5385;0;1796;04.01.2017;False;Approved;OHM Cycles;Standard;235.63
5396;0;1953;03.05.2017;True;Approved;Trek Bicycles;Standard;495.72
5416;0;1700;16.11.2017;;Approved;Solex;Standard;71.49
5461;0;1726;21.12.2017;;Cancelled;Norco Bicycles;Road;543.39
5490;0;249;14.09.2017;True;Approved;Solex;Standard;71.49
5496;0;1214;07.12.2017;False;Approved;OHM Cycles;Standard;227.88
5505;0;3259;01.05.2017;False;Approved;Solex;Standard;441.49
5532;0;2798;29.06.2017;False;Approved;Solex;Road;416.98
5556;0;1323;06.06.2017;False;Approved;OHM Cycles;Road;12.01
5589;0;945;01.06.2017;True;Approved;Solex;Standard;478.16
5593;0;2204;07.03.2017;True;Approved;Norco Bicycles;Road;544.05
5603;0;947;15.06.2017;False;Approved;;;1192.33
5607;0;2659;08.05.2017;True;Approved;Norco Bicycles;Standard;360.4
5610;0;1577;23.10.2017;True;Approved;OHM Cycles;Standard;71.16
5618;0;2589;18.08.2017;True;Approved;Norco Bicycles;Road;544.05
5630;0;1538;05.02.2017;False;Approved;Norco Bicycles;Road;543.39
5655;0;1892;04.01.2017;True;Approved;OHM Cycles;Road;12.01
5702;0;2283;08.04.2017;True;Approved;Trek Bicycles;Road;533.51
5709;0;1833;14.08.2017;False;Approved;OHM Cycles;Standard;227.88
5721;0;2838;03.02.2017;False;Approved;OHM Cycles;Standard;71.16
5737;0;3050;23.01.2017;True;Approved;Trek Bicycles;Standard;499.53
5754;0;2849;06.09.2017;True;Approved;Norco Bicycles;Standard;363.01
5761;0;1003;20.02.2017;False;Approved;WeareA2B;Standard;60.34
5772;0;1800;30.03.2017;True;Approved;Solex;Standard;441.49
5784;0;793;09.09.2017;False;Approved;Trek Bicycles;Standard;499.53
5814;0;394;09.02.2017;False;Approved;OHM Cycles;Standard;235.63
5836;0;1406;10.09.2017;True;Approved;OHM Cycles;Standard;183.86
5843;0;1738;09.12.2017;False;Approved;Norco Bicycles;Road;543.39
5862;0;2404;28.12.2017;False;Approved;;;1672.07
5863;0;705;21.03.2017;True;Approved;WeareA2B;Standard;60.34
5883;0;3451;02.12.2017;False;Approved;OHM Cycles;Standard;235.63
5886;0;277;05.03.2017;True;Approved;Trek Bicycles;Road;533.51
5898;0;289;28.09.2017;True;Approved;Solex;Standard;478.16
5903;0;329;21.05.2017;False;Approved;Trek Bicycles;Road;533.51
5905;0;664;07.10.2017;True;Approved;OHM Cycles;Standard;183.86
5946;0;3101;02.10.2017;True;Approved;Norco Bicycles;Standard;363.01
5960;0;2159;11.07.2017;False;Approved;Norco Bicycles;Road;543.39
5971;0;3372;28.01.2017;False;Approved;Giant Bicycles;Standard;569.56
5988;0;511;19.12.2017;False;Approved;Norco Bicycles;Standard;363.01
5994;0;1738;07.02.2017;True;Approved;Trek Bicycles;Road;533.51
5996;0;281;28.06.2017;False;Approved;Trek Bicycles;Road;290.62
5998;0;37;05.07.2017;True;Approved;Solex;Standard;478.16
6019;0;2240;09.11.2017;True;Approved;Norco Bicycles;Standard;363.01
6024;0;1559;02.08.2017;True;Approved;Norco Bicycles;Standard;363.01
6040;0;3375;26.05.2017;True;Approved;Norco Bicycles;Road;543.39
6072;0;2930;01.03.2017;True;Approved;;;1099.68
6080;0;2990;16.12.2017;False;Approved;OHM Cycles;Standard;227.88
6088;0;3197;20.11.2017;False;Approved;Norco Bicycles;Road;544.05
6093;0;3129;05.03.2017;False;Approved;Solex;Road;416.98
6138;0;3145;17.01.2017;False;Approved;;;1281.6
6146;0;1039;08.11.2017;False;Approved;OHM Cycles;Standard;235.63
6164;0;1577;30.08.2017;True;Approved;OHM Cycles;Standard;227.88
6168;0;1591;15.11.2017;True;Approved;;;1220.66
6190;0;2919;07.08.2017;False;Approved;Solex;Standard;71.49
6210;0;1390;03.12.2017;False;Approved;OHM Cycles;Standard;227.88
6234;0;962;25.06.2017;False;Approved;OHM Cycles;Standard;227.88
6240;0;784;02.03.2017;True;Approved;OHM Cycles;Road;12.01
6251;0;3102;31.08.2017;True;Approved;;;1061.92
6255;0;1821;20.10.2017;False;Approved;Solex;Standard;100.35
6269;0;2121;10.01.2017;False;Approved;;;1502.93
6303;0;2389;20.10.2017;True;Approved;OHM Cycles;Road;12.01
6304;0;2109;31.01.2017;True;Approved;Solex;Standard;100.35
6366;0;1013;14.03.2017;True;Approved;OHM Cycles;Standard;183.86
6367;0;1390;26.08.2017;False;Approved;Solex;Standard;478.16
6372;0;1714;11.01.2017;False;Approved;Solex;Standard;71.49
